年份,省份,城市代码,地级市,人均地区生产总值,CO2排放量,碳排放强度,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,GDP,GDP增速,人均GDP,第一产业增加值,第二产业增加值,第三产业增加值,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,年末常住人口数,能源消费总量,人均能源消耗,减排效率,地区生产总值,能源消费强度,长江经济带,最早试点年份,Post_carbon,Treat_carbon,碳排放交易DID,经度,纬度,长江经济带.1,年份.1,Post_green,Treat_green,绿色金融试点DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,gfi_std
2006,广西壮族自治区,451200,河池市,2488920,4487590.45,-1.80302719653504,0.14320636,0.038177,0.009033,0.016205,0.005488,0.007451,0.05326,0.026492,2453500.0,11.9,6484.22221047624,647100.0,976000.0,830500.0,26.04,40.53,33.44,378.38,247.50483336,0.654117113378086,1.8291,1744381,1.41886911953295,0,0,0,0,0,108.085261,24.692931,0,2006,0,0,0,0.850922131147541,7047.8664045431715,2.1885700428977386e-08,0.5595107949467462,-0.12052705936498878
2007,广西壮族自治区,451200,河池市,3193089,4697793.04,-1.47123773875392,0.16187381,0.05245,0.010775,0.023337,0.010395,0.007942,0.031555,0.021913,3215900.0,15.2,8499.1278608806,737300.0,1442100.0,1036600.0,23.13,45.23,31.64,378.38,275.3988172,0.727836611871663,1.4608,2069592,1.33069134979262,0,0,0,0,0,108.085261,24.692931,0,2007,0,0,0,0.7188128423826364,7514.890663081614,2.5343159424659546e-08,0.6968040077464543,0.11755640309876304
2008,广西壮族自治区,451200,河池市,3673139,4503741.71,-1.22612885327781,0.14138468,0.03804,0.009663,0.018105,0.006446,0.003826,0.054411,0.027845,3691600.0,8.4,9675.01834573855,800900.0,1667300.0,1223400.0,21.8,46.7,31.4,381.56,306.47785384,0.803223225285669,1.22,2488920,1.23136884206805,0,0,0,0,0,108.085261,24.692931,0,2008,0,0,0,0.733761170755113,8121.043556052069,1.528373752470951e-08,0.6698889478167237,-0.14376064948581221
2009,广西壮族自治区,451200,河池市,3827713,4849883.33,-1.26704466348444,0.17205958,0.04573,0.013094,0.020498,0.005595,0.006544,0.056018,0.038981,3784300.0,6.3,9836.24879785824,819900.0,1603400.0,1361000.0,21.47,43.33,35.2,384.73,322.73038351,0.838849020118005,1.2816,3193089,1.01071527761988,0,0,0,0,0,108.085261,24.692931,0,2009,0,0,0,0.8488212548334788,9893.983222999082,1.4321555083494385e-08,0.5021469805570719,0.2474650617243067
2010,广西壮族自治区,451200,河池市,4687372,5204780.52,-1.11038349847207,0.13322419,0.034542,0.010098,0.017078,0.006513,0.000853,0.05241,0.031576,4688300.0,11.1,13914.7597423797,970900.0,2149400.0,1567900.0,20.88,46.14,32.98,336.93,298.65857025,0.88641133247262,1.1102,3673139,0.813088125034201,0,0,0,0,0,108.085261,24.692931,0,2010,0,0,0,0.7294593840141435,12298.789875426317,9.403945780434664e-09,0.5851670737208693,-0.2478390166222356
2011,广西壮族自治区,451200,河池市,5119613,5525976.91,-1.07937395072635,0.17636979,0.053295,0.015777,0.022808,0.008307,0.006403,0.057476,0.020169,5140800.0,4.8,15149.4076737196,1194200.0,2145600.0,1800900.0,23.4,41.34,35.26,339.34,331.40960118,0.976629932162433,1.0749,3827713,0.865816222846384,0,0,0,0,0,108.085261,24.692931,0,2011,0,0,0,0.8393456375838926,11549.795136807268,1.3923457688703411e-08,0.5605435935243839,0.3024372041832869
2012,广西壮族自治区,451200,河池市,4927088,5797623.39,-1.17668354817288,0.15393031,0.037588,0.008646,0.015114,0.007475,0.006352,0.056731,0.036993,4895700.0,-1.2,14333.7725076856,1259000.0,1692400.0,1944400.0,25.64,35.38,38.97,341.55,311.70126112,0.912607996252379,1.1842,4687372,0.664980848799711,0,0,0,0,0,108.085261,24.692931,0,2012,0,0,0,1.1489009690380525,15038.027062057463,8.018992305283217e-09,0.3610551925471245,0.016245512533591196
2013,广西壮族自治区,451200,河池市,5286188,6027949.86,-1.14032074909178,0.19926569,0.067448,0.013827,0.032521,0.011043,0.010058,0.040452,0.01961,5193500.0,6.4,15133.0166962907,1310800.0,1760000.0,2122600.0,24.3,31.1,44.6,343.19,352.46199432,1.02701708767738,1.1607,5119613,0.688454370125242,0,0,0,0,0,108.085261,24.692931,0,2013,0,0,0,1.2060227272727273,14525.29090371062,1.3174433301892154e-08,0.34377598463008824,0.5944500472991818
2014,广西壮族自治区,451200,河池市,6013922,5735435.26,-0.953692991029814,0.17802938,0.050795,0.015177,0.021279,0.007401,0.006939,0.053982,0.030825,5872100.0,8.1,17013.6756098974,1366400.0,1906000.0,2599600.0,22.83,34.14,43.03,345.14,384.88654565,1.11516064683896,0.9767,4927088,0.781164342203752,0,0,0,0,0,108.085261,24.692931,0,2014,0,0,0,1.363903462749213,12801.403571224053,1.0309334844435496e-08,0.3868410712372095,0.3236035088189075
2015,广西壮族自治区,451200,河池市,6180346,5871857.03,-0.95008548550518,0.1653803,0.038308,0.011085,0.015636,0.005592,0.005996,0.06661,0.043043,6224200.0,3.9,17902.0938794294,1438800.0,1818700.0,2966800.0,22.78,32.36,44.85,347.68,348.38343918,1.00202323740221,0.9434,5286188,0.659044739195806,0,0,0,0,0,108.085261,24.692931,0,2015,0,0,0,1.631275086600319,15173.476708428652,7.246809988596698e-09,0.3440475442795451,0.16227795212096593
2016,广西壮族自治区,451200,河池市,6571808,5795372.86,-0.881853648189357,0.17043705,0.052981,0.011826,0.025688,0.006558,0.008909,0.043475,0.025963,6572600.0,4.8,18784.2240640183,1502400.0,1858400.0,3211800.0,22.95,30.41,46.64,349.9,428.86721075,1.22568508359531,0.8817,6013922,0.713123999197196,0,0,0,0,0,108.085261,24.692931,0,2016,0,0,0,1.7282608695652173,14022.80670859144,8.80972516770254e-09,0.30901631248293543,0.22677141795660907
2017,广西壮族自治区,451200,河池市,7346124,5910818.6,-0.804617319282931,0.19472628,0.044797,0.009381,0.019428,0.006477,0.009511,0.079875,0.048933,7414600.0,7.7,21043.2808287214,1581100.0,2134500.0,3699000.0,21.6,31.5,46.9,352.35,449.65842812,1.27616979741734,0.7972,6180346,0.727561900450234,0,0,0,0,0,108.085261,24.692931,0,2017,0,0,0,1.7329585382993675,13744.534992571418,7.248299690664567e-09,0.3453690133206134,0.5365547027104685
2018,广西壮族自治区,451200,河池市,7882999,5819942.4,-0.738290389228769,0.23603501,0.078018,0.016591,0.03857,0.013181,0.009676,0.054528,0.024726,8050100.0,6.37,22703.8384522097,1585600.0,2324500.0,4140100.0,20.41,31.69,47.9,354.57,412.8091088,1.16425278167922,0.723,6571808,0.62815150533917,0,0,0,0,0,108.085261,24.692931,0,2018,0,0,0,1.78107119810712,15919.726236428434,1.1871618890874475e-08,0.35370783808656614,1.0634036011074244
2019,广西壮族自治区,451200,河池市,8780000,5722840.54,-0.651804161731207,0.22896844,0.074685,0.018406,0.032844,0.007708,0.015727,0.050733,0.022512,8781000.0,6.0,24640.8126613537,1889900.0,2473200.0,4417800.0,21.53,28.17,50.32,356.36,459.67736313,1.28992413045796,0.6517,7346124,0.625741361199457,0,0,0,0,0,108.085261,24.692931,0,2019,0,0,0,1.7862688015526444,15981.04363891085,1.0166585807699407e-08,0.3366673364076076,0.9732770196331216
2020,广西壮族自治区,451200,河池市,9280000,5542493.43,-0.597251447198276,0.2000013,0.059209,0.015373,0.029491,0.008379,0.005965,0.076902,0.023112,10073200.0,5.7,29434.0063699851,2058700.0,2683700.0,4716600.0,20.4,29.3,50.2,342.23,438.44085006,1.28112921152441,0.5502,7882999,0.556185342735677,0,0,0,0,0,108.085261,24.692931,0,2020,0,0,0,1.7574989752953012,17979.61800074337,7.51097393263655e-09,0.3404414994851579,0.6038319701554349
2021,广西壮族自治区,451200,河池市,10420000,5591045.12,-0.536568629558541,0.15560397,0.045817,0.01196,0.021979,0.007459,0.004419,0.056112,0.021655,11558000.0,8.4,33804.2174841333,2303800.0,3095700.0,5201900.0,19.9,30.2,49.8,341.91,539.56663342,1.57809550296862,0.4837,8780000,0.61454058476082,0,0,0,0,0,108.085261,24.692931,0,2021,0,0,0,1.6803630842781923,16272.318294310882,5.218337129840546e-09,0.3525854214123007,0.03759126504864215
2022,广西壮族自治区,451200,河池市,11360000,5359385.46,-0.471776889084507,0.25737902,0.075408,0.016356,0.030379,0.011114,0.017559,0.071449,0.033897,12851900.0,5.2,37693.277803848,2600800.0,3377100.0,5377500.0,19.7,32.1,48.3,340.96,1263.8849223,3.7068422169756,0.417,9280000,1.361944959375,0,0,0,0,0,108.085261,24.692931,0,2022,0,0,0,1.592342542418051,7342.440625933243,8.125862068965517e-09,0.3639116379310345,1.3356237384942098
2023,广西壮族自治区,451200,河池市,11630000,5581992.41,-0.479964953568358,0.35472321,0.104584,0.020337,0.038363,0.014355,0.030283,0.08637,0.045724,13478800.0,2.6,40192.0324427481,2726400.0,3222100.0,5685800.0,20.6,28.7,50.7,335.36,1337.6957,3.98883498330153,0.4141,10022400,1.334706,0,0,0,0,0,108.085261,24.692931,0,2023,0,0,0,1.764625554762422,7492.286922952657,1.0435025542784164e-08,0.3214898627075351,2.5771453071031694
2024,广西壮族自治区,451200,河池市,14040000,5482104.1,-0.390463254985755,0.43726605,0.116228,0.021694,0.039436,0.015341,0.051141,0.097737,0.052934,14041500.0,5.3,42376.6410140335,2855100.0,4108900.0,7077500.0,20.3,29.3,50.4,331.35,1415.8173,4.27287550928022,0.3904,10824192,1.308012,0,0,0,0,0,108.085261,24.692931,0,2024,0,0,0,1.7224804692253401,7645.189813685707,1.0737799181684878e-08,0.3796033921053876,3.4911798524055513
2000,广东省,441600,河源市,913416,1831716.91,-2.00534795755713,0.11112024,0.028254,0.006214,0.01156,0.003821,0.006659,0.040563,0.025793,872200.0,10.7,3846.01816738689,303600.0,209900.0,358700.0,34.8,24.1,41.1,226.78,165.7300448,0.730796564070906,2.1001,12880000,0.128672395031056,0,2013,1,0,0,114.700447,23.743538,0,2000,0,0,0,1.7089090042877562,77716.74722916626,2.193633540372671e-09,0.016296583850931676,-0.529751380127998
2001,广东省,441600,河源市,1023440,1863827.81,-1.82114028179473,0.13863918,0.047556,0.013404,0.022336,0.006884,0.004932,0.031001,0.013511,972800.0,11.7,4073.70184254606,367000.0,288400.0,404000.0,33.2,25.3,41.5,238.8,175.39179028,0.73447148358459,1.9159,13220000,0.132671550892587,0,2013,1,0,0,114.700447,23.743538,0,2001,0,0,0,1.4008321775312067,75374.10946598611,3.5972768532526475e-09,0.021815431164901665,-0.1787765807562446
2002,广东省,441600,河源市,1162853,1940041.33,-1.66834615381308,0.07794069,0.023894,0.006922,0.010024,0.002616,0.004331,0.0245,0.012392,1096300.0,14.6,4418.78274889158,385800.0,336100.0,482100.0,30.5,25.5,44.0,248.1,215.9108855,0.870257498992342,1.7696,1552273,1.39093371784473,0,2013,1,0,0,114.700447,23.743538,0,2002,0,0,0,1.4343945254388575,7189.415190462919,1.539291091193366e-08,0.21652119182643775,-0.9529212371244905
2003,广东省,441600,河源市,1368518,2188121.49,-1.59889858226198,0.11619296,0.034096,0.007804,0.014747,0.005807,0.005739,0.041027,0.015755,1280200.0,16.5,4966.44295302013,414100.0,441600.0,567700.0,27.7,28.0,44.3,257.77,313.94145916,1.2179130975676,1.7092,1023440,3.06751210779332,0,2013,1,0,0,114.700447,23.743538,0,2003,0,0,0,1.285552536231884,3259.9708325825313,3.331509419213632e-08,0.4314859688892363,-0.4650542339345371
2004,广东省,441600,河源市,1730575,2469050.08,-1.42672237840024,0.10541445,0.03202,0.008882,0.015833,0.006022,0.001283,0.039861,0.01448,1603000.0,17.5,5955.56546292168,472200.0,658200.0,671000.0,25.4,33.3,41.3,269.16,405.1901122,1.50538754718383,1.5403,1162853,3.48444826818179,0,2013,1,0,0,114.700447,23.743538,0,2004,0,0,0,1.0194469766028562,2869.8948098368724,2.753572463587401e-08,0.5660216725587843,-0.6025226605809281
2005,广东省,441600,河源市,2049360,2831769.67,-1.38178244427529,0.14713201,0.04419,0.010851,0.018757,0.00619,0.008392,0.037489,0.024126,2048100.0,22.9,7360.91144335825,424200.0,804600.0,819300.0,20.7,39.3,40.0,278.24,440.11849635,1.58179448084388,1.3826,1368518,3.2160227074105,0,2013,1,0,0,114.700447,23.743538,0,2005,0,0,0,1.0182699478001491,3109.430781367796,3.229040465671624e-08,0.5879352701243242,-0.07045957053170797
2006,广东省,441600,河源市,2643088,3035965.51,-1.14864337093581,0.1240911,0.036003,0.007265,0.015977,0.004144,0.008617,0.036945,0.021844,2580800.0,27.93,9169.0055778591,443300.0,1255300.0,950100.0,14.8,48.39,36.81,281.47,459.79655274,1.63355438497886,1.1764,1730575,2.65690046799474,0,2013,1,0,0,114.700447,23.743538,0,2006,0,0,0,0.756870867521708,3763.784199092471,2.080406801207691e-08,0.7253658466116754,-0.36432186190603527
2007,广东省,441600,河源市,3280853,3209159.18,-0.978147810950384,0.15147701,0.039174,0.009833,0.017131,0.006903,0.005307,0.055055,0.033287,3294900.0,22.61,11983.1975560081,439800.0,1752200.0,1117900.0,13.31,52.76,33.93,274.96,511.24211632,1.85933268955484,0.974,2049360,2.49464279736113,0,2013,1,0,0,114.700447,23.743538,0,2007,0,0,0,0.6379979454400183,4008.589931423512,1.9115235976109616e-08,0.8549986337197955,-0.01504371863951066
2008,广东省,441600,河源市,3941331,5390105.96,-1.36758520408461,0.13690768,0.046317,0.012078,0.022233,0.00888,0.003126,0.036188,0.012064,3953700.0,10.3,13849.3064312736,527600.0,2165700.0,1296000.0,13.03,54.19,32.78,285.48,540.63256004,1.89376684895614,1.3633,2643088,2.04545804014093,0,2013,1,0,0,114.700447,23.743538,0,2008,0,0,0,0.5984208339105139,4888.880536171267,1.7523820621939187e-08,0.8193824798871623,-0.20086002092916516
2009,广东省,441600,河源市,4054956,7548052.38,-1.86143878749856,0.20952224,0.061939,0.014013,0.025457,0.009422,0.013047,0.052746,0.032256,4011700.0,9.9,13972.2067428253,532800.0,2108700.0,1413500.0,12.89,51.15,35.97,287.12,583.77504701,2.03320927490248,1.8815,3280853,1.77933923589384,0,2013,1,0,0,114.700447,23.743538,0,2009,0,0,0,0.6703182055294732,5620.06378450739,1.8878931789994858e-08,0.6427291926825127,0.7252614295143529
2010,广东省,441600,河源市,4751396,7755522.77,-1.63226192260127,0.14734965,0.043474,0.009456,0.017655,0.006741,0.009622,0.050195,0.016063,4440300.0,12.47,15010.1413021432,586900.0,2081900.0,1771500.0,13.22,46.89,39.9,295.82,621.755844,2.10180462443378,1.7466,3941331,1.57752760171627,0,2013,1,0,0,114.700447,23.743538,0,2010,0,0,0,0.8509054229309765,6339.0333006664905,1.103028393200165e-08,0.5282225725268951,-0.0676838039020607
2011,广东省,441600,河源市,5792866,9026315.0,-1.55817776554818,0.14542938,0.041023,0.01226,0.019631,0.006173,0.002959,0.055555,0.024548,5199500.0,13.19,17437.4538869139,711100.0,2519800.0,2096700.0,13.5,45.71,40.8,298.18,809.6183937,2.71520019350728,1.736,4054956,1.99661449766656,0,2013,1,0,0,114.700447,23.743538,0,2011,0,0,0,0.8320898484006667,5008.478107159388,1.0116755890816077e-08,0.6214124148326147,-0.09217480457249341
2012,广东省,441600,河源市,6152596,9125499.16,-1.48319492454892,0.13483767,0.037288,0.011026,0.018074,0.004804,0.003384,0.060276,0.019832,5914200.0,11.54,19647.8522308229,767100.0,2814000.0,2508200.0,12.81,44.04,43.15,301.01,762.6583796,2.53366459453174,1.543,4751396,1.60512485088593,0,2013,1,0,0,114.700447,23.743538,0,2012,0,0,0,0.8913290689410093,6230.044967829525,7.847798836384086e-09,0.5922469943570269,-0.22726079597527984
2013,广东省,441600,河源市,6803296,9446073.33,-1.38845543836399,0.17017001,0.053786,0.01247,0.024547,0.006985,0.009785,0.040943,0.022813,6689200.0,12.06,22021.3326310245,806700.0,2926100.0,2956500.0,12.06,43.74,44.2,303.76,850.09906704,2.79858792151699,1.4121,5792866,1.46749306308829,0,2013,1,0,0,114.700447,23.743538,0,2013,0,0,0,1.0103892553227847,6814.342262685281,9.284868664319182e-09,0.5051212991980135,0.22336560688887783
2014,广东省,441600,河源市,7689506,9155015.35,-1.19058563059838,0.22717361,0.071555,0.019938,0.034534,0.008812,0.008271,0.052664,0.034949,7348400.0,8.6,25060.1916584251,867500.0,3173600.0,3307300.0,11.81,43.19,45.01,293.23,684.53398435,2.33446094993691,1.2459,6152596,1.11259374798865,0,2013,1,0,0,114.700447,23.743538,0,2014,0,0,0,1.0421288127048147,8988.0066449034,1.1630050144686892e-08,0.5158147877741364,0.9503858726937263
2015,广东省,441600,河源市,8100793,8793532.83,-1.08551506377215,0.23264382,0.077299,0.0194,0.03362,0.011963,0.012316,0.045123,0.023021,7686800.0,6.33,26393.3525614613,933400.0,3104300.0,3649100.0,12.14,40.39,47.47,291.24,703.6424523,2.4160227039555,1.144,6803296,1.03426699690856,0,2013,1,0,0,114.700447,23.743538,0,2015,0,0,0,1.175498502077763,9668.683260599228,1.1361992775266577e-08,0.45629353772054015,1.0201525809052838
2016,广东省,441600,河源市,8987162,8695623.11,-0.967560516879522,0.19285869,0.0628,0.016858,0.029798,0.006712,0.009432,0.040035,0.026838,8478000.0,6.6,29322.4501089475,991300.0,3161200.0,4325500.0,11.69,37.29,51.02,289.13,704.6381624,2.43709806107979,1.0257,7689506,0.916363368986252,0,2013,1,0,0,114.700447,23.743538,0,2016,0,0,0,1.368309502720486,10912.70159681604,8.16697457547988e-09,0.41110573293004776,0.5127355793881787
2017,广东省,441600,河源市,9461600,8832280.07,-0.933486944068657,0.22673018,0.069331,0.015882,0.032109,0.009774,0.011566,0.056091,0.034193,9681000.0,6.67,33687.1041826154,1024600.0,3412100.0,5244300.0,10.58,35.25,54.17,287.38,723.62444724,2.51800559273436,0.9123,8100793,0.893276062281804,0,2013,1,0,0,114.700447,23.743538,0,2017,0,0,0,1.5369713666070748,11194.747539137881,8.558544823945014e-09,0.4212056770244592,0.9447303948560838
2018,广东省,441600,河源市,10060027,9149439.77,-0.909484613709287,0.25506737,0.073035,0.014752,0.031607,0.010477,0.016199,0.084081,0.03287,10069800.0,5.81,35222.6380775823,1078400.0,3484900.0,5506600.0,10.71,34.61,54.68,285.89,803.9470608,2.81208528035258,0.9086,8987162,0.894550538646127,0,2013,1,0,0,114.700447,23.743538,0,2018,0,0,0,1.5801314241441649,11178.798254523079,8.126592132199242e-09,0.38776423525023807,1.3061411023546015
2019,广东省,441600,河源市,10800000,9127744.1,-0.845161490740741,0.24272525,0.070393,0.016007,0.028837,0.01021,0.015338,0.076988,0.029439,10797500.0,5.5,37908.5770459572,1210700.0,3723200.0,5863600.0,11.22,34.5,54.3,284.83,787.21403238,2.76380308387459,0.8454,9461600,0.832009419527353,0,2013,1,0,0,114.700447,23.743538,0,2019,0,0,0,1.574881822088526,12019.094694481695,7.4398621797581806e-09,0.3935063836983174,1.1487304938492555
2020,广东省,441600,河源市,11030000,8836891.83,-0.801168796917498,0.18969228,0.051554,0.011675,0.021536,0.007049,0.011294,0.060322,0.035447,11143100.0,1.34,39297.1505148822,1335200.0,3883400.0,5924400.0,12.42,34.8,53.2,283.56,961.17090156,3.38965616292848,0.793,10060027,0.955435707637763,0,2013,1,0,0,114.700447,23.743538,0,2020,0,0,0,1.5255703764742237,10466.4290020353,5.124638333475646e-09,0.3860228208135028,0.4723513889186796
2021,广东省,441600,河源市,12740000,15391357.63,-1.20811284379906,0.2519451,0.077519,0.018491,0.036025,0.008572,0.01443,0.058776,0.038438,12739100.0,8.04,44841.7754936816,1532100.0,4644400.0,6562600.0,12.1,36.5,51.5,284.09,1225.98244497,4.31547201580485,1.2082,10800000,1.13516893052778,0,2013,1,0,0,114.700447,23.743538,0,2021,0,0,0,1.4130135216604944,8809.26153902985,7.177685185185186e-09,0.43003703703703705,1.2663198706198597
2022,广东省,441600,河源市,12950000,15220766.08,-1.17534873204633,0.1869268,0.055104,0.013379,0.026852,0.007923,0.00695,0.070819,0.021921,13023900.0,1.2,45831.3685469965,1626600.0,4822600.0,6574600.0,12.5,37.0,50.5,284.17,1384.49292646,4.87205871999155,1.1687,11030000,1.25520664230281,0,2013,1,0,0,114.700447,23.743538,0,2022,0,0,0,1.3632895118815576,7966.815712235184,4.9958295557570265e-09,0.43722574796010877,0.43708063400709535
2023,广东省,441600,河源市,13480000,15840550.22,-1.17511500148368,0.12624731,0.032971,0.008548,0.017961,0.007556,0.000248,0.083145,0.005687,13862600.0,4.0,48841.2077652116,1726300.0,4991200.0,6764700.0,12.8,37.0,50.2,283.83,1421.1514,5.00705140400944,1.1427,11553109,1.230103,0,2013,1,0,0,114.700447,23.743538,0,2023,0,0,0,1.3553253726558743,8129.400569144146,2.853863838729471e-09,0.4320222374773751,-0.3368216975772722
2024,广东省,441600,河源市,14080000,15818048.69,-1.12344095809659,0.12067265,0.029734,0.008139,0.01705,0.007191,0.000172,0.084018,0.004565,14077200.0,2.2,49620.0211491012,1844400.0,4937800.0,7295000.0,13.1,35.1,51.8,283.7,1458.7788,5.14197673598872,1.1237,12101027,1.2055,0,2013,1,0,0,114.700447,23.743538,0,2024,0,0,0,1.477378589655312,8295.313175650756,2.457146819026187e-09,0.40804801113161715,-0.40792055440336134
2000,福建省,350500,泉州市,10450813,5703235.19,-0.545721676390153,0.09869628,0.025909,0.005236,0.010464,0.00301,0.007199,0.03594,0.020877,9310800.0,11.6,12789.5604395604,806900.0,5306700.0,3197200.0,8.67,56.99,34.34,728.0,1017.5177084,1.39768915989011,0.6125,31100000,0.327176112025723,0,0,0,0,0,118.675675,24.874132,0,2000,0,0,0,0.6024836527408748,30564.578624290803,8.330868167202573e-10,0.17063344051446946,-0.6882057707550603
2001,福建省,350500,泉州市,11250986,6974897.81,-0.619936582447085,0.10320808,0.02833,0.007754,0.013542,0.004124,0.00291,0.037037,0.023015,9977300.0,10.7,13501.0825439783,817100.0,5621700.0,3538500.0,8.2,56.3,35.5,739.0,1038.4047289,1.40514848294993,0.6991,4773573,2.17531967961944,0,0,0,0,0,118.675675,24.874132,0,2001,0,0,0,0.6294359357489727,4597.025482594564,5.934757884712353e-09,1.1776713166426909,-0.6306625623391302
2002,福建省,350500,泉州市,12230562,7204424.26,-0.589050957756479,0.13666695,0.042681,0.012765,0.021133,0.006315,0.002467,0.038759,0.022111,10807500.0,10.3,14429.2389853138,831400.0,6094200.0,3881900.0,7.7,56.4,35.9,749.0,1130.7475686,1.50967632656876,0.6666,11250986,1.00502086537127,0,0,0,0,0,118.675675,24.874132,0,2002,0,0,0,0.6369827048669227,9950.042177786912,3.793534184470588e-09,0.5416591932475963,-0.2039302759409047
